gene,cluster,species,percent_expressed,n_high_expression_celltype,n_gene_per_cluster
Nacalpha,α'β'-KC,Dsec,0.317,4,85
Nacalpha,α'β'-KC,Dsim,0.331,4,85
Nep1,α'β'-KC,Dmel,0.69,15,85
Nep1,α'β'-KC,Dsec,0.538,15,85
Nep1,α'β'-KC,Dsim,0.682,15,85
Octbeta1R,α'β'-KC,Dmel,0.573,19,85
Octbeta1R,α'β'-KC,Dsec,0.504,19,85
Octbeta1R,α'β'-KC,Dsim,0.539,19,85
PVRAP,α'β'-KC,Dmel,0.444,5,85
PVRAP,α'β'-KC,Dsec,0.539,5,85
PVRAP,α'β'-KC,Dsim,0.546,5,85
Pka-C3,α'β'-KC,Dmel,0.646,4,85
Pka-C3,α'β'-KC,Dsec,0.658,4,85
Pka-C3,α'β'-KC,Dsim,0.661,4,85
Ppcs,α'β'-KC,Dmel,0.483,7,85
Ppcs,α'β'-KC,Dsec,0.335,7,85
Ppcs,α'β'-KC,Dsim,0.388,7,85
Rgk3,α'β'-KC,Dmel,0.444,21,85
Rgk3,α'β'-KC,Dsec,0.539,21,85
Rgk3,α'β'-KC,Dsim,0.55,21,85
RhoGDI,α'β'-KC,Dmel,0.557,13,85
RhoGDI,α'β'-KC,Dsec,0.343,13,85
RhoGDI,α'β'-KC,Dsim,0.382,13,85
RpL10,α'β'-KC,Dmel,0.39,6,85
RpL10,α'β'-KC,Dsec,0.351,6,85
RpL10,α'β'-KC,Dsim,0.428,6,85
RpL10Ab,α'β'-KC,Dmel,0.304,2,85
RpL10Ab,α'β'-KC,Dsec,0.307,2,85
RpL10Ab,α'β'-KC,Dsim,0.383,2,85
RpL12,α'β'-KC,Dmel,0.367,2,85
RpL12,α'β'-KC,Dsec,0.304,2,85
RpL12,α'β'-KC,Dsim,0.409,2,85
RpL15,α'β'-KC,Dmel,0.436,13,85
RpL15,α'β'-KC,Dsec,0.511,13,85
RpL15,α'β'-KC,Dsim,0.504,13,85
RpL17,α'β'-KC,Dmel,0.343,7,85
RpL17,α'β'-KC,Dsec,0.336,7,85
RpL17,α'β'-KC,Dsim,0.363,7,85
RpL21,α'β'-KC,Dmel,0.469,14,85
RpL21,α'β'-KC,Dsec,0.362,14,85
RpL21,α'β'-KC,Dsim,0.312,14,85
RpL24,α'β'-KC,Dmel,0.315,14,85
RpL24,α'β'-KC,Dsec,0.309,14,85
RpL24,α'β'-KC,Dsim,0.366,14,85
RpL26,α'β'-KC,Dmel,0.405,5,85
RpL26,α'β'-KC,Dsec,0.353,5,85
RpL26,α'β'-KC,Dsim,0.501,5,85
RpL27A,α'β'-KC,Dmel,0.381,6,85
RpL27A,α'β'-KC,Dsec,0.333,6,85
RpL27A,α'β'-KC,Dsim,0.415,6,85
RpL28,α'β'-KC,Dmel,0.411,19,85
RpL28,α'β'-KC,Dsec,0.433,19,85
RpL28,α'β'-KC,Dsim,0.495,19,85
RpL36,α'β'-KC,Dmel,0.392,15,85
RpL36,α'β'-KC,Dsec,0.361,15,85
RpL36,α'β'-KC,Dsim,0.447,15,85
RpL37-1,α'β'-KC,Dmel,0.361,20,85
RpL37-1,α'β'-KC,Dsec,0.311,20,85
RpL37-1,α'β'-KC,Dsim,0.392,20,85
RpL6,α'β'-KC,Dmel,0.377,20,85
RpL6,α'β'-KC,Dsec,0.416,20,85
RpL6,α'β'-KC,Dsim,0.435,20,85
RpL7A,α'β'-KC,Dmel,0.332,19,85
RpL7A,α'β'-KC,Dsec,0.392,19,85
RpL7A,α'β'-KC,Dsim,0.447,19,85
RpLP1,α'β'-KC,Dmel,0.358,5,85
RpLP1,α'β'-KC,Dsec,0.35,5,85
RpLP1,α'β'-KC,Dsim,0.488,5,85
RpS10b,α'β'-KC,Dmel,0.374,6,85
RpS10b,α'β'-KC,Dsec,0.304,6,85
RpS10b,α'β'-KC,Dsim,0.363,6,85
RpS11,α'β'-KC,Dmel,0.421,6,85
RpS11,α'β'-KC,Dsec,0.398,6,85
RpS11,α'β'-KC,Dsim,0.476,6,85
RpS15,α'β'-KC,Dmel,0.446,5,85
RpS15,α'β'-KC,Dsec,0.35,5,85
RpS15,α'β'-KC,Dsim,0.451,5,85
RpS18,α'β'-KC,Dmel,0.489,14,85
RpS18,α'β'-KC,Dsec,0.314,14,85
RpS18,α'β'-KC,Dsim,0.43,14,85
RpS23,α'β'-KC,Dmel,0.342,4,85
RpS23,α'β'-KC,Dsec,0.354,4,85
RpS23,α'β'-KC,Dsim,0.385,4,85
RpS25,α'β'-KC,Dmel,0.423,3,85
RpS25,α'β'-KC,Dsec,0.342,3,85
RpS25,α'β'-KC,Dsim,0.437,3,85
RpS27,α'β'-KC,Dmel,0.349,6,85
RpS27,α'β'-KC,Dsec,0.365,6,85
RpS27,α'β'-KC,Dsim,0.417,6,85
RpS30,α'β'-KC,Dmel,0.401,8,85
RpS30,α'β'-KC,Dsec,0.378,8,85
RpS30,α'β'-KC,Dsim,0.482,8,85
RpS3A,α'β'-KC,Dmel,0.394,9,85
RpS3A,α'β'-KC,Dsec,0.408,9,85
RpS3A,α'β'-KC,Dsim,0.463,9,85
RpS6,α'β'-KC,Dmel,0.504,17,85
RpS6,α'β'-KC,Dsec,0.426,17,85
RpS6,α'β'-KC,Dsim,0.508,17,85
RpS7,α'β'-KC,Dmel,0.354,18,85
RpS7,α'β'-KC,Dsec,0.313,18,85
RpS7,α'β'-KC,Dsim,0.395,18,85
Rsf1,α'β'-KC,Dmel,0.349,19,85
Rsf1,α'β'-KC,Dsec,0.406,19,85
Rsf1,α'β'-KC,Dsim,0.383,19,85
Teh2,α'β'-KC,Dmel,0.387,19,85
Teh2,α'β'-KC,Dsec,0.316,19,85
Teh2,α'β'-KC,Dsim,0.305,19,85
Tmep,α'β'-KC,Dmel,0.302,17,85
Tmep,α'β'-KC,Dsec,0.584,17,85
Tmep,α'β'-KC,Dsim,0.363,17,85
Trpm,α'β'-KC,Dmel,0.355,16,85
Trpm,α'β'-KC,Dsec,0.43,16,85
Trpm,α'β'-KC,Dsim,0.414,16,85
bsk,α'β'-KC,Dmel,0.39,1,85
bsk,α'β'-KC,Dsec,0.339,1,85
bsk,α'β'-KC,Dsim,0.376,1,85
btsz,α'β'-KC,Dmel,0.44,10,85
btsz,α'β'-KC,Dsec,0.483,10,85
btsz,α'β'-KC,Dsim,0.575,10,85
ckn,α'β'-KC,Dmel,0.436,19,85
ckn,α'β'-KC,Dsec,0.344,19,85
ckn,α'β'-KC,Dsim,0.427,19,85
cora,α'β'-KC,Dmel,0.444,6,85
cora,α'β'-KC,Dsec,0.353,6,85
cora,α'β'-KC,Dsim,0.347,6,85
cv-c,α'β'-KC,Dmel,0.315,8,85
cv-c,α'β'-KC,Dsec,0.303,8,85
cv-c,α'β'-KC,Dsim,0.359,8,85
cype,α'β'-KC,Dmel,0.44,3,85
cype,α'β'-KC,Dsec,0.407,3,85
cype,α'β'-KC,Dsim,0.456,3,85
da,α'β'-KC,Dmel,0.356,12,85
da,α'β'-KC,Dsec,0.371,12,85
da,α'β'-KC,Dsim,0.386,12,85
dac,α'β'-KC,Dmel,0.466,19,85
dac,α'β'-KC,Dsec,0.524,19,85
dac,α'β'-KC,Dsim,0.499,19,85
dikar,α'β'-KC,Dmel,0.33,8,85
dikar,α'β'-KC,Dsec,0.376,8,85
dikar,α'β'-KC,Dsim,0.341,8,85
dpr17,α'β'-KC,Dmel,0.336,15,85
dpr17,α'β'-KC,Dsec,0.359,15,85
dpr17,α'β'-KC,Dsim,0.339,15,85
ey,α'β'-KC,Dmel,0.635,5,85
ey,α'β'-KC,Dsec,0.676,5,85
ey,α'β'-KC,Dsim,0.64,5,85
fipi,α'β'-KC,Dmel,0.352,6,85
fipi,α'β'-KC,Dsec,0.404,6,85
fipi,α'β'-KC,Dsim,0.376,6,85
fok,α'β'-KC,Dmel,0.742,4,85
fok,α'β'-KC,Dsec,0.683,4,85
fok,α'β'-KC,Dsim,0.817,4,85
lolal,α'β'-KC,Dmel,0.532,20,85
lolal,α'β'-KC,Dsec,0.345,20,85
lolal,α'β'-KC,Dsim,0.386,20,85
metro,α'β'-KC,Dmel,0.359,2,85
metro,α'β'-KC,Dsec,0.479,2,85
metro,α'β'-KC,Dsim,0.573,2,85
rdgC,α'β'-KC,Dmel,0.436,3,85
rdgC,α'β'-KC,Dsec,0.573,3,85
rdgC,α'β'-KC,Dsim,0.473,3,85
roh,α'β'-KC,Dmel,0.387,4,85
roh,α'β'-KC,Dsec,0.485,4,85
roh,α'β'-KC,Dsim,0.345,4,85
vex,α'β'-KC,Dmel,0.466,14,85
vex,α'β'-KC,Dsec,0.448,14,85
vex,α'β'-KC,Dsim,0.458,14,85
2mit,αβ-KC_1,Dmel,0.346,5,82
2mit,αβ-KC_1,Dsec,0.899,5,82
2mit,αβ-KC_1,Dsim,0.455,5,82
Bx,αβ-KC_1,Dmel,0.805,21,82
Bx,αβ-KC_1,Dsec,0.872,21,82
Bx,αβ-KC_1,Dsim,0.741,21,82
CG11191,αβ-KC_1,Dmel,0.462,3,82
CG11191,αβ-KC_1,Dsec,0.438,3,82
CG11191,αβ-KC_1,Dsim,0.493,3,82
CG13784,αβ-KC_1,Dmel,0.423,19,82
CG13784,αβ-KC_1,Dsec,0.376,19,82
CG13784,αβ-KC_1,Dsim,0.405,19,82
CG15894,αβ-KC_1,Dmel,0.357,14,82
CG15894,αβ-KC_1,Dsec,0.372,14,82
CG15894,αβ-KC_1,Dsim,0.329,14,82
CG30158,αβ-KC_1,Dmel,0.453,6,82
CG30158,αβ-KC_1,Dsec,0.308,6,82
CG30158,αβ-KC_1,Dsim,0.44,6,82
CG31760,αβ-KC_1,Dmel,0.367,21,82
CG31760,αβ-KC_1,Dsec,0.485,21,82
CG31760,αβ-KC_1,Dsim,0.366,21,82
CG32066,αβ-KC_1,Dmel,0.72,18,82
CG32066,αβ-KC_1,Dsec,0.585,18,82
CG32066,αβ-KC_1,Dsim,0.506,18,82
CG32204,αβ-KC_1,Dmel,0.644,16,82
CG32204,αβ-KC_1,Dsec,0.72,16,82
CG32204,αβ-KC_1,Dsim,0.654,16,82
CG3625,αβ-KC_1,Dmel,0.507,3,82
CG3625,αβ-KC_1,Dsec,0.444,3,82
CG3625,αβ-KC_1,Dsim,0.497,3,82
CG42324,αβ-KC_1,Dmel,0.315,12,82
CG42324,αβ-KC_1,Dsec,0.378,12,82
CG42324,αβ-KC_1,Dsim,0.305,12,82
CG42784,αβ-KC_1,Dmel,0.417,19,82
CG42784,αβ-KC_1,Dsec,0.781,19,82
CG42784,αβ-KC_1,Dsim,0.877,19,82
CG42788,αβ-KC_1,Dmel,0.337,14,82
CG42788,αβ-KC_1,Dsec,0.355,14,82
CG42788,αβ-KC_1,Dsim,0.31,14,82
CG4502,αβ-KC_1,Dmel,0.588,4,82
CG4502,αβ-KC_1,Dsec,0.511,4,82
CG4502,αβ-KC_1,Dsim,0.564,4,82
CG6044,αβ-KC_1,Dmel,0.629,19,82
CG6044,αβ-KC_1,Dsec,0.746,19,82
CG6044,αβ-KC_1,Dsim,0.534,19,82
CG7378,αβ-KC_1,Dmel,0.467,3,82
CG7378,αβ-KC_1,Dsec,0.467,3,82
CG7378,αβ-KC_1,Dsim,0.485,3,82
CG8500,αβ-KC_1,Dmel,0.591,10,82
CG8500,αβ-KC_1,Dsec,0.622,10,82
CG8500,αβ-KC_1,Dsim,0.72,10,82
CG9171,αβ-KC_1,Dmel,0.356,8,82
CG9171,αβ-KC_1,Dsec,0.455,8,82
CG9171,αβ-KC_1,Dsim,0.487,8,82
CG9813,αβ-KC_1,Dmel,0.513,14,82
CG9813,αβ-KC_1,Dsec,0.412,14,82
CG9813,αβ-KC_1,Dsim,0.429,14,82
DIP-kappa,αβ-KC_1,Dmel,0.518,20,82
DIP-kappa,αβ-KC_1,Dsec,0.458,20,82
DIP-kappa,αβ-KC_1,Dsim,0.5,20,82
Dop1R2,αβ-KC_1,Dmel,0.818,15,82
Dop1R2,αβ-KC_1,Dsec,0.911,15,82
Dop1R2,αβ-KC_1,Dsim,0.897,15,82
GlyT,αβ-KC_1,Dmel,0.309,2,82
GlyT,αβ-KC_1,Dsec,0.351,2,82
GlyT,αβ-KC_1,Dsim,0.808,2,82
KCNQ,αβ-KC_1,Dmel,0.504,4,82
KCNQ,αβ-KC_1,Dsec,0.479,4,82
KCNQ,αβ-KC_1,Dsim,0.494,4,82
Mpcp2,αβ-KC_1,Dmel,0.318,16,82
Mpcp2,αβ-KC_1,Dsec,0.313,16,82
Mpcp2,αβ-KC_1,Dsim,0.379,16,82
Nacalpha,αβ-KC_1,Dmel,0.426,4,82
Nacalpha,αβ-KC_1,Dsec,0.324,4,82
Nacalpha,αβ-KC_1,Dsim,0.428,4,82
Nep1,αβ-KC_1,Dmel,0.749,15,82
Nep1,αβ-KC_1,Dsec,0.665,15,82
Nep1,αβ-KC_1,Dsim,0.59,15,82
Oamb,αβ-KC_1,Dmel,0.495,9,82
Oamb,αβ-KC_1,Dsec,0.509,9,82
Oamb,αβ-KC_1,Dsim,0.405,9,82
Octbeta1R,αβ-KC_1,Dmel,0.809,19,82
Octbeta1R,αβ-KC_1,Dsec,0.779,19,82
Octbeta1R,αβ-KC_1,Dsim,0.801,19,82
Pde8,αβ-KC_1,Dmel,0.486,14,82
Pde8,αβ-KC_1,Dsec,0.396,14,82
Pde8,αβ-KC_1,Dsim,0.447,14,82
Rab27,αβ-KC_1,Dmel,0.472,2,82
Rab27,αβ-KC_1,Dsec,0.657,2,82
Rab27,αβ-KC_1,Dsim,0.577,2,82
Rack1,αβ-KC_1,Dmel,0.469,6,82
Rack1,αβ-KC_1,Dsec,0.322,6,82
Rack1,αβ-KC_1,Dsim,0.45,6,82
Rgk2,αβ-KC_1,Dmel,0.619,12,82
Rgk2,αβ-KC_1,Dsec,0.347,12,82
Rgk2,αβ-KC_1,Dsim,0.583,12,82
Rgk3,αβ-KC_1,Dmel,0.445,21,82
Rgk3,αβ-KC_1,Dsec,0.377,21,82
Rgk3,αβ-KC_1,Dsim,0.401,21,82
RpL10,αβ-KC_1,Dmel,0.405,6,82
RpL10,αβ-KC_1,Dsec,0.363,6,82
RpL10,αβ-KC_1,Dsim,0.431,6,82
RpL15,αβ-KC_1,Dmel,0.422,13,82
RpL15,αβ-KC_1,Dsec,0.506,13,82
RpL15,αβ-KC_1,Dsim,0.538,13,82
RpL18A,αβ-KC_1,Dmel,0.3,2,82
RpL18A,αβ-KC_1,Dsec,0.301,2,82
RpL18A,αβ-KC_1,Dsim,0.452,2,82
RpL21,αβ-KC_1,Dmel,0.454,14,82
RpL21,αβ-KC_1,Dsec,0.368,14,82
RpL21,αβ-KC_1,Dsim,0.388,14,82
RpL24,αβ-KC_1,Dmel,0.33,14,82
RpL24,αβ-KC_1,Dsec,0.331,14,82
RpL24,αβ-KC_1,Dsim,0.37,14,82
RpL26,αβ-KC_1,Dmel,0.393,5,82
RpL26,αβ-KC_1,Dsec,0.435,5,82
RpL26,αβ-KC_1,Dsim,0.514,5,82
RpL27A,αβ-KC_1,Dmel,0.356,6,82
RpL27A,αβ-KC_1,Dsec,0.391,6,82
RpL27A,αβ-KC_1,Dsim,0.456,6,82
RpL28,αβ-KC_1,Dmel,0.401,19,82
RpL28,αβ-KC_1,Dsec,0.425,19,82
RpL28,αβ-KC_1,Dsim,0.486,19,82
RpL31,αβ-KC_1,Dmel,0.301,17,82
RpL31,αβ-KC_1,Dsec,0.411,17,82
RpL31,αβ-KC_1,Dsim,0.49,17,82
RpL36,αβ-KC_1,Dmel,0.49,15,82
RpL36,αβ-KC_1,Dsec,0.415,15,82
RpL36,αβ-KC_1,Dsim,0.55,15,82
RpL37-1,αβ-KC_1,Dmel,0.36,20,82
RpL37-1,αβ-KC_1,Dsec,0.359,20,82
RpL37-1,αβ-KC_1,Dsim,0.471,20,82
RpL6,αβ-KC_1,Dmel,0.375,20,82
RpL6,αβ-KC_1,Dsec,0.372,20,82
RpL6,αβ-KC_1,Dsim,0.443,20,82
RpL7,αβ-KC_1,Dmel,0.356,3,82
RpL7,αβ-KC_1,Dsec,0.3,3,82
RpL7,αβ-KC_1,Dsim,0.432,3,82
RpL7A,αβ-KC_1,Dmel,0.35,19,82
RpL7A,αβ-KC_1,Dsec,0.407,19,82
RpL7A,αβ-KC_1,Dsim,0.479,19,82
RpL9,αβ-KC_1,Dmel,0.323,1,82
RpL9,αβ-KC_1,Dsec,0.303,1,82
RpL9,αβ-KC_1,Dsim,0.342,1,82
RpLP1,αβ-KC_1,Dmel,0.3,5,82
RpLP1,αβ-KC_1,Dsec,0.473,5,82
RpLP1,αβ-KC_1,Dsim,0.541,5,82
RpS10b,αβ-KC_1,Dmel,0.366,6,82
RpS10b,αβ-KC_1,Dsec,0.391,6,82
RpS10b,αβ-KC_1,Dsim,0.436,6,82
RpS11,αβ-KC_1,Dmel,0.333,6,82
RpS11,αβ-KC_1,Dsec,0.359,6,82
RpS11,αβ-KC_1,Dsim,0.485,6,82
RpS15,αβ-KC_1,Dmel,0.391,5,82
RpS15,αβ-KC_1,Dsec,0.342,5,82
RpS15,αβ-KC_1,Dsim,0.44,5,82
RpS18,αβ-KC_1,Dmel,0.488,14,82
RpS18,αβ-KC_1,Dsec,0.327,14,82
RpS18,αβ-KC_1,Dsim,0.482,14,82
RpS23,αβ-KC_1,Dmel,0.342,4,82
RpS23,αβ-KC_1,Dsec,0.376,4,82
RpS23,αβ-KC_1,Dsim,0.42,4,82
RpS25,αβ-KC_1,Dmel,0.427,3,82
RpS25,αβ-KC_1,Dsec,0.367,3,82
RpS25,αβ-KC_1,Dsim,0.479,3,82
RpS27,αβ-KC_1,Dmel,0.348,6,82
RpS27,αβ-KC_1,Dsec,0.397,6,82
RpS27,αβ-KC_1,Dsim,0.463,6,82
RpS30,αβ-KC_1,Dmel,0.388,8,82
RpS30,αβ-KC_1,Dsec,0.397,8,82
RpS30,αβ-KC_1,Dsim,0.5,8,82
RpS3A,αβ-KC_1,Dmel,0.405,9,82
RpS3A,αβ-KC_1,Dsec,0.43,9,82
RpS3A,αβ-KC_1,Dsim,0.553,9,82
RpS6,αβ-KC_1,Dmel,0.557,17,82
RpS6,αβ-KC_1,Dsec,0.425,17,82
RpS6,αβ-KC_1,Dsim,0.56,17,82
RpS7,αβ-KC_1,Dmel,0.333,18,82
RpS7,αβ-KC_1,Dsec,0.405,18,82
RpS7,αβ-KC_1,Dsim,0.42,18,82
RpS8,αβ-KC_1,Dmel,0.377,8,82
RpS8,αβ-KC_1,Dsec,0.304,8,82
RpS8,αβ-KC_1,Dsim,0.39,8,82
Rsf1,αβ-KC_1,Dmel,0.31,19,82
Rsf1,αβ-KC_1,Dsec,0.342,19,82
Rsf1,αβ-KC_1,Dsim,0.359,19,82
Stat92E,αβ-KC_1,Dmel,0.402,11,82
Stat92E,αβ-KC_1,Dsec,0.548,11,82
Stat92E,αβ-KC_1,Dsim,0.472,11,82
Sur-8,αβ-KC_1,Dmel,0.332,15,82
Sur-8,αβ-KC_1,Dsec,0.309,15,82
Sur-8,αβ-KC_1,Dsim,0.325,15,82
Sytalpha,αβ-KC_1,Dmel,0.374,5,82
Sytalpha,αβ-KC_1,Dsec,0.353,5,82
Sytalpha,αβ-KC_1,Dsim,0.356,5,82
bru2,αβ-KC_1,Dmel,0.618,5,82
bru2,αβ-KC_1,Dsec,0.6,5,82
bru2,αβ-KC_1,Dsim,0.594,5,82
btsz,αβ-KC_1,Dmel,0.371,10,82
btsz,αβ-KC_1,Dsec,0.416,10,82
btsz,αβ-KC_1,Dsim,0.469,10,82
crb,αβ-KC_1,Dmel,0.8,3,82
crb,αβ-KC_1,Dsec,0.892,3,82
crb,αβ-KC_1,Dsim,0.721,3,82
cv-c,αβ-KC_1,Dmel,0.335,8,82
cv-c,αβ-KC_1,Dsec,0.316,8,82
cv-c,αβ-KC_1,Dsim,0.366,8,82
da,αβ-KC_1,Dmel,0.34,12,82
da,αβ-KC_1,Dsec,0.348,12,82
da,αβ-KC_1,Dsim,0.356,12,82
dac,αβ-KC_1,Dmel,0.711,19,82
dac,αβ-KC_1,Dsec,0.603,19,82
dac,αβ-KC_1,Dsim,0.735,19,82
